job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
Fullstack/Software Engineer,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Hanoi,2026-05-18,,,,Full-time,Fresher,,,careerviet,True
UI/UX Designer,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Ho Chi Minh City,2026-05-18,,,,Full-time,Senior,,,careerviet,True
IT Manager,NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Hanoi,2026-05-18,,,,Full-time,Senior,,,careerviet,True
Security Engineer,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Hanoi,2026-05-18,,,,Full-time,Fresher,,,careerviet,True
Embedded Engineer,CÔNG TY TNHH CRAZIGOODS,Other,2026-05-18,,,,Full-time,Fresher,,,careerviet,True
AI/ML Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,Hanoi,2026-05-17,,30000000.0,VND,Full-time,Fresher,,AI,careerviet,False
Mobile Developer,Chương trình Học viện Công nghệ BKACAD,Hanoi,2026-05-17,10000000.0,20000000.0,VND,Full-time,Fresher,,Flutter,careerviet,False
System/Network Admin,Công ty Cổ phần Viễn thông - Tin học Bưu điện,Hanoi,2026-05-17,,35000000.0,VND,Full-time,Fresher,,,careerviet,False
Data Engineer,Tập đoàn ROX (ROX Group),Hanoi,2026-05-17,30000000.0,50000000.0,VND,Full-time,Senior,,,careerviet,False
AI/ML Engineer,Ngân Hàng TMCP Quân Đội,Hanoi,,,,,Full-time,Fresher,,AI,careerviet,True
AI/ML Engineer,DIGI-TEXX Vietnam,Ho Chi Minh City,2026-05-17,,,,Full-time,Senior,,AI,careerviet,True
System/Network Admin,Ngân Hàng TMCP Tiên Phong (TPBank),Hanoi,,35000000.0,65000000.0,VND,Full-time,Fresher,,,careerviet,False
IT Manager,CÔNG TY CỔ PHẦN MŨ XANH - BLUE HAT,Ho Chi Minh City,2026-05-17,,,,Full-time,Manager+,,,careerviet,True
