job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
Other,Công ty Cổ phần Chứng thực số Toàn Cầu Việt Nam,Hanoi,2026-05-28,10000000.0,20000000.0,VND,Full-time,Junior,2.0,"Linux, Windows Server, DNS, TCP/IP, firewall, AWS, Security",topcv,False
Fullstack/Software Engineer,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ BLUESTARS VIỆT NAM,Hanoi,2026-05-28,28000000.0,35000000.0,VND,Full-time,Mid,3.0,"Elasticsearch, PostgreSQL, Python, Next.js, React, Java, JavaScript, TypeScript, FastAPI, Docker, CI/CD, Redis, Agile, Linux, REST, AI, API",topcv,False
Consultant,Công Ty TNHH CNLGAMING,Ho Chi Minh City,2026-05-28,12000000.0,,VND,Full-time,Fresher,0.0,,topcv,False
System/Network Admin,Công ty TNHH Yura Corporation Bắc Ninh_Chi nhánh Hà Nội,Hanoi,2026-05-28,,,,Full-time,Junior,1.0,"C++, Python, Security, Cybersecurity",topcv,True
QA/Tester,CÔNG TY CỔ PHẦN GIÁO DỤC THÔNG MINH GENIETEACH,Hanoi,2026-05-28,15000000.0,30000000.0,VND,Full-time,Mid,3.0,"SQL, Agile, Scrum, REST, AI, Selenium, API",topcv,False
Sales/Presales,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VEXERE,Hanoi,2026-05-28,20000000.0,35000000.0,VND,Full-time,Junior,1.0,,topcv,False
Business Analyst,Công ty TNHH Sản xuất Thương mại Dịch vụ Xuất nhập khẩu PEX,Hanoi,2026-05-28,,,,Full-time,Junior,2.0,"ERP, Power BI, tableau, Excel",topcv,True
QA/Tester,CÔNG TY TNHH MỘT THÀNH VIÊN ACTIVE MEDIA VIỆT NAM,Ho Chi Minh City,2026-05-28,,,,Full-time,Mid,3.0,,topcv,True
QA/Tester,Công ty Cổ phần Công nghệ Tài chính Goline,Hanoi,2026-05-28,14000000.0,20000000.0,VND,Full-time,Senior,2.0,"SQL, API",topcv,False
Fullstack/Software Engineer,CÔNG TY TNHH DRMS VIỆT NAM,Hanoi,2026-05-28,12000000.0,,VND,Full-time,Junior,2.0,"CSS, HTML, Javascript, PHP, Figma, API, Wordpress, Java",topcv,False
UI/UX Designer,CÔNG TY TNHH DH VENTURES VIETNAM,Ho Chi Minh City,2026-05-28,12000000.0,18000000.0,VND,Full-time,Junior,1.0,AI,topcv,False
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN GIÁO DỤC THÔNG MINH GENIETEACH,Hanoi,2026-05-28,20000000.0,35000000.0,VND,Full-time,Mid,3.0,"Git, Nestjs, Node.js, PostgreSQL, Mysql, Python, TypeScript, FastAPI, Redis, Kafka, Agile, REST, Microservices, AI, API",topcv,False
IT Manager,Công Ty Tài Chính TNHH MTV Mirae Asset,Ho Chi Minh City,2026-05-28,,,,Full-time,Manager+,5.0,"Kubernetes, Jenkins, CI/CD, SQL, Git, Security",topcv,True
Other,Công ty TNHH Quảng Tin,Ho Chi Minh City,2026-05-28,8000000.0,13000000.0,VND,Full-time,Junior,1.0,,topcv,False
Fullstack/Software Engineer,"Magenest.,JSC",Ho Chi Minh City,2026-05-28,,,,Full-time,Senior,5.0,"Python, Java, Go, Node.js, Spring, Spring Boot, Docker, Kubernetes, AWS, Jenkins, CI/CD, DevOps, PostgreSQL, MySQL, Redis, Kafka, RabbitMQ, Agile, Scrum, REST, Microservices, AI, API, Security, Jira",topcv,True
Data Engineer,Công ty TNHH Horus Productions,Hanoi,2026-05-28,15000000.0,30000000.0,VND,Full-time,Junior,1.0,"Python, Java, AWS, Azure, GCP, SQL",topcv,False
Data Analyst,Công ty CP Khoa học Dữ liệu,Hanoi,2026-05-28,15000000.0,30000000.0,VND,Full-time,Junior,2.0,"Python, SQL, AI, Tableau, Excel, ERP",topcv,False
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN SEPAY,Ho Chi Minh City,2026-05-28,,,,Full-time,Junior,2.0,"Bootstrap, CSS, HTML, Javascript, JQuery, Laravel, MySQL, PHP, Go, Figma, AI, Tailwind, API",topcv,True
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,Hanoi,2026-05-28,15000000.0,30000000.0,VND,Full-time,Junior,1.0,,topcv,False
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN MAYHOMES,Hanoi,2026-05-28,20000000.0,32000000.0,VND,Full-time,Mid,3.0,"Python, Java, JavaScript, Vue, Django, Flask, FastAPI, Docker, CI/CD, PostgreSQL, MySQL, Git, REST, HTML, CSS, Security, ERP, CRM",topcv,False
