job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
Sales/Presales,MOBIFONE THANH HÓA - CHI NHÁNH TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,Other,2026-05-18,,,,Full-time,Junior,1.0,,topcv,True
Sales/Presales,CÔNG TY TNHH THIẾT BỊ VÀ CÔNG NGHỆ BẰNG VIỆT,Hanoi,2026-05-18,15000000.0,30000000.0,VND,Full-time,Junior,1.0,"AI, CRM",topcv,False
ERP/CRM Specialist,Công ty Cổ phần Mini AI,Ho Chi Minh City,2026-05-18,9000000.0,15000000.0,VND,Full-time,Junior,1.0,CRM,topcv,False
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIBAT,Ho Chi Minh City,2026-05-18,10000000.0,20000000.0,VND,Full-time,Fresher,0.0,"Networking, CRM",topcv,False
Product Manager/Owner,Công ty Cổ phần MISA,Hanoi,2026-05-18,,,,Full-time,Manager+,4.0,"AI, Power BI, Jira",topcv,True
System/Network Admin,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Ho Chi Minh City,2026-05-18,4000000.0,10000000.0,VND,Full-time,Intern,0.0,,topcv,False
Sales/Presales,Công ty TNHH sản xuất và thương mại Ninh Thanh,Hanoi,2026-05-18,75000000.0,100000000.0,VND,Full-time,Mid,3.0,"Security, Cybersecurity, CRM",topcv,False
Fullstack/Software Engineer,Công ty Cổ phần MISA,Hanoi,2026-05-18,,,,Full-time,Manager+,5.0,AI,topcv,True
QA/Tester,Công ty Cổ phần EverFlow,Hanoi,2026-05-18,,15000000.0,VND,Full-time,Fresher,0.0,Agile,topcv,False
Embedded Engineer,VNPT Technology - Công ty Cổ phần Công nghệ Công nghiệp Bưu chính viễn thông,Hanoi,2026-05-18,,,,Full-time,Junior,2.0,"Java, Express, Git, Linux, Excel, iOS, Android, Jira",topcv,True
Frontend Developer,Công ty Cổ Phần Bản Viên,Ho Chi Minh City,2026-05-18,,,,Full-time,Mid,5.0,"CSS, HTML, React, Angular, Javascript, TypeScript, Java, AI, Tailwind, Excel, API",topcv,True
Frontend Developer,CÔNG TY CỔ PHẦN I-SOFT,Ho Chi Minh City,2026-05-18,12000000.0,25000000.0,VND,Full-time,Junior,2.0,"C#, Elasticsearch, Javascript, SQL Server, React, Docker, Kubernetes, CI/CD, Java, .NET, ASP.NET, SQL, PostgreSQL, Git, REST, Microservices, HTML, CSS, API",topcv,False
Mobile Developer,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ZENIFY,Hanoi,2026-05-18,,40000000.0,VND,Full-time,Mid,4.0,"Git, React Native, CRM, CI/CD, React, REST, AI",topcv,False
Frontend Developer,Công ty Cổ phần Công nghệ Tài chính Goline,Hanoi,2026-05-18,,,,Full-time,Junior,2.0,"Git, React, Figma, Tailwind, Java, Flutter, Spring Boot, CI/CD, Spring, AI, CSS, API",topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH STARACK SG,Hanoi,2026-05-18,1000000.0,3000000.0,VND,Full-time,Intern,0.0,"Java, Ruby, Spring, Spring Boot, CI/CD, SQL, Git, REST",topcv,False
QA/Tester,CÔNG TY TNHH HCL VIETNAM,Hanoi,2026-05-18,,,,Full-time,Intern,1.0,AI,topcv,True
Other,CÔNG TY CỔ PHẦN DỊCH VỤ CÀ PHÊ CAO NGUYÊN - HIGHLAND COFFEE SERVICE JSC,Ho Chi Minh City,2026-05-18,,,,Full-time,Junior,1.0,Networking,topcv,True
Embedded Engineer,TRUNG TÂM KỸ THUẬT MITSUBA VIỆT NAM,Ho Chi Minh City,2026-05-18,,,,Full-time,Intern,0.0,Excel,topcv,True
Embedded Engineer,Công ty Cổ Phần Bản Viên,Ho Chi Minh City,2026-05-18,,,,Full-time,Junior,1.0,Linux,topcv,True
Mobile Developer,Công ty Cổ Phần Đầu tư Công nghệ Trip,Hanoi,2026-05-18,15000000.0,30000000.0,VND,Full-time,Junior,1.0,AI,topcv,False
Data Analyst,CÔNG TY CỔ PHẦN THƯƠNG MẠI JDD VIỆT NAM,Hanoi,2026-05-18,,,,Full-time,Junior,1.0,"SQL, Python, Docker, GCP, Power BI, Excel, API",topcv,True
Other,Công ty TNHH Esoft Vietnam,Hanoi,2026-05-18,,,,Full-time,Mid,4.0,"Go, REST, Networking, CRM",topcv,True
Backend Developer,ORBRO Inc.,Hanoi,2026-05-18,,,,Full-time,Mid,5.0,"Websocket, AI, Python, Docker, Kubernetes, Redis, Kafka, Git, Linux, API",topcv,True
Backend Developer,Công ty TNHH Smartbooks,Hanoi,2026-05-18,,37500000.0,VND,Full-time,Junior,1.0,"Java, Spring, Spring Boot, Docker, Kubernetes, CI/CD, DevOps, NoSQL, PostgreSQL, Redis, Kafka, Git, Agile, Scrum, REST, Microservices, AI, API, Flutter, ERP, CRM",topcv,False
