job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
Solution Architect,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hanoi,2026-06-08,,,,Full-time,,2.0,,topcv,True
Mobile Developer,Công ty cổ phần Tasco,Hanoi,2026-06-08,,,,Full-time,,2.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH CTI VN,Ho Chi Minh City,2026-06-08,,,,Full-time,,1.0,,topcv,True
UI/UX Designer,CÔNG TY CỔ PHẦN ANH TUẤN GROUP VIỆT NAM,Hanoi,2026-06-08,,,,Full-time,,1.0,,topcv,True
QA/Tester,CÔNG TY TNHH I-KONECT GLOBAL,Ho Chi Minh City,2026-06-08,,,,Full-time,,5.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH FEDERATE GROUP,Hanoi,2026-06-08,,,,Full-time,,3.0,,topcv,True
UI/UX Designer,CÔNG TY TNHH DEVNOVA,Hanoi,2026-06-08,,,,Full-time,,2.0,"Photoshop, Figma",topcv,True
Consultant,CÔNG TY TNHH TMDV CÔNG NGHỆ VPS,Ho Chi Minh City,2026-06-08,,,,Full-time,,0.0,,topcv,True
UI/UX Designer,CÔNG TY TNHH VLAST VIỆT NAM,Ho Chi Minh City,2026-06-08,,,,Full-time,,5.0,,topcv,True
Embedded Engineer,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL,Hanoi,2026-06-08,,,,Full-time,,2.0,,topcv,True
Frontend Developer,CÔNG TY TNHH PIXEL PERFECT,Ho Chi Minh City,2026-06-08,,,,Full-time,,1.0,,topcv,True
UI/UX Designer,CÔNG TY TNHH MASKER MEDIA,Ho Chi Minh City,2026-06-08,,,,Full-time,,1.0,,topcv,True
Frontend Developer,CÔNG TY TNHH DỊCH VỤ KẾ TOÁN CÔNG NGHỆ SMARTTAX,Hanoi,2026-06-08,,,,Full-time,,2.0,,topcv,True
Frontend Developer,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ BLUESTARS VIỆT NAM,Hanoi,2026-06-08,,,,Full-time,,1.0,"Elasticsearch, PostgreSQL, Python, React, Next.js",topcv,True
AI/ML Engineer,Công ty Cổ phần Tập Đoàn Dược Phẩm và Thương Mại Sohaco,Hanoi,2026-06-08,,,,Full-time,,1.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH THƯƠNG MẠI LIÊN Á,Ho Chi Minh City,2026-06-08,,,,Full-time,,1.0,"Git, Python, Jira, CI/CD, confluence, RTOS, Java, Kotlin, Cybersecurity",topcv,True
Fullstack/Software Engineer,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL,Hanoi,2026-06-08,,,,Full-time,,2.0,"Java, Go",topcv,True
Backend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,Hanoi,2026-06-08,,,,Full-time,,2.0,".NET, ASP.NET, C#",topcv,True
AI/ML Engineer,CÔNG TY TNHH THE WANN,Ho Chi Minh City,2026-06-08,,,,Full-time,,4.0,,topcv,True
Other,CÔNG TY TNHH SONIC FUSION,Ho Chi Minh City,2026-06-08,,,,Full-time,,1.0,"CRM, Postman, Swagger",topcv,True
Business Analyst,Công ty cổ phần phần mềm ITSOL Holdings,Hanoi,2026-06-08,,,,Full-time,,2.0,,topcv,True
Data Analyst,CÔNG TY CỔ PHẦN SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG,Hanoi,2026-06-08,,,,Full-time,,5.0,"Python, SQL",topcv,True
Backend Developer,Công ty cổ phần Dev FromVietnam,Hanoi,2026-06-08,,,,Full-time,,3.0,".NET, Agile",topcv,True
IT Manager,CÔNG TY CP ĐẦU TƯ THƯƠNG MẠI SMC,Ho Chi Minh City,2026-06-08,,,,Full-time,,5.0,,topcv,True
Frontend Developer,CÔNG TY TNHH ALCHEMY TECHNOLOGIES,Ho Chi Minh City,2026-06-08,,,,Full-time,,1.0,,topcv,True
System/Network Admin,Công ty TNHH HS Hyosung Global Logistics Vina,Ho Chi Minh City,2026-06-08,,,,Full-time,,1.0,,topcv,True
UI/UX Designer,CÔNG TY TNHH MTS VN CORPORATION,Ho Chi Minh City,2026-06-08,,,,Full-time,,3.0,"Photoshop, Figma",topcv,True
Backend Developer,CÔNG TY CỔ PHẦN COWATECH,Hanoi,2026-06-08,,,,Full-time,,3.0,"C#, Docker",topcv,True
AI/ML Engineer,Công ty TNHH GIFTTIFY,Hanoi,2026-06-08,,,,Full-time,,1.0,shopify,topcv,True
Data Analyst,Công ty CP Kinh doanh F88,Hanoi,2026-06-08,,,,Full-time,,5.0,,topcv,True
System/Network Admin,BASE BUSINESS SOLUTIONS,Ho Chi Minh City,2026-06-08,,,,Full-time,,3.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH SKY TATTOO,Ho Chi Minh City,2026-06-08,,,,Full-time,,2.0,"ERP, CRM",topcv,True
