job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
UI/UX Designer,Công ty TNHH Quảng Cáo TM - DV - SX Vô Cực,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH YA CAREER,Other,2026-06-21,,,,Full-time,Manager+,3.0,,topcv,True
ERP/CRM Specialist,CÔNG TY CỔ PHẦN PHÁT TRIỂN DỊCH VỤ ĐÁM MÂY CLOUDAZ,Hanoi,2026-06-21,,,,Full-time,Senior,0.0,"AWS, azure, GCP",topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH ALOHA CONSULTING GROUP,Hanoi,2026-06-21,,,,Full-time,Manager+,4.0,,topcv,True
IT Manager,Công ty TNHH Du lịch Trần Việt,Ho Chi Minh City,2026-06-21,,,,Full-time,Manager+,3.0,,topcv,True
Sales/Presales,Công ty TNHH Phần mềm Nhân Hòa,Hanoi,2026-06-21,,,,Full-time,Junior,1.0,,topcv,True
AI/ML Engineer,CÔNG TY CỔ PHẦN TOH GROUP,Hanoi,2026-06-21,,,,Full-time,Mid,3.0,"Python, SQL, AI, Machine Learning",topcv,True
Backend Developer,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ TRIPLAYZ,Hanoi,2026-06-21,,,,Full-time,Junior,2.0,"Git, Linux, MySQL, Python, Docker, AWS, Kubernetes, azure, Agile, C#, Javascript, Devops, Nestjs",topcv,True
Business Analyst,Công ty CP Cyberlotus,Hanoi,2026-06-21,,,,Full-time,Mid,3.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH CÔNG NGHỆ CAO MICRO ONE,Hanoi,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH DỊCH VỤ BÁCH GIA,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,1.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ DỊCH VỤ MITEK,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,1.0,"Agile, Git, MongoDB, MySQL, PostgreSQL, Redis, SCRUM, CI/CD, Nestjs, React, Node.js, Websocket, Docker, CRM, kafka, RabbitMQ, JWT",topcv,True
Cloud Engineer,Công ty TNHH Thương mại và Dịch vụ TSG,Hanoi,2026-06-21,,,,Full-time,Senior,4.0,,topcv,True
Other,Công ty cổ phần thương mại Máy Chủ Hà Nội,Hanoi,2026-06-21,,,,Full-time,Junior,1.0,,topcv,True
Backend Developer,Công ty cổ phần Onenet,Hanoi,2026-06-21,,,,Full-time,Manager+,5.0,".NET, SQL Server",topcv,True
Backend Developer,CÔNG TY CỔ PHẦN YANSOFT,Hanoi,2026-06-21,,,,Full-time,Manager+,5.0,C++,topcv,True
Other,CÔNG TY CỔ PHẦN BÁNH KẸO Á CHÂU,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,1.0,SQL,topcv,True
Other,CÔNG TY TNHH FAVOLIST5 ASIA,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,1.0,"TypeScript, Node.js",topcv,True
Data Engineer,TRUNG TÂM DỊCH VỤ DỮ LIỆU VÀ TRÍ TUỆ NHÂN TẠO VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-21,,,,Full-time,Mid,3.0,,topcv,True
QA/Tester,Công ty TNHH NTT DATA VIỆT NAM,Hanoi,2026-06-21,,,,Full-time,Mid,3.0,,topcv,True
System/Network Admin,CÔNG TY TNHH SNA VIỆT NAM,Hanoi,2026-06-21,,,,Full-time,Junior,1.0,"Linux, Windows Server",topcv,True
Product Manager/Owner,TRUNG TÂM DỊCH VỤ DỮ LIỆU VÀ TRÍ TUỆ NHÂN TẠO VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-21,,,,Full-time,Mid,5.0,,topcv,True
System/Network Admin,CÔNG TY CỔ PHẦN SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG,Hanoi,2026-06-21,,,,Full-time,Mid,3.0,,topcv,True
Fullstack/Software Engineer,Công ty Cổ phần Công nghệ Rever,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,2.0,"Git, Java, MySQL, PostgreSQL, Spring Boot, Python, Redis, Docker, CRM, AWS, TypeScript, React, Next.js",topcv,True
IT Manager,CÔNG TY TNHH CLAPTON WHALE,Other,2026-06-21,,,,Full-time,Senior,2.0,,topcv,True
Project Manager,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ TRIPLAYZ,Hanoi,2026-06-21,,,,Full-time,Junior,2.0,Figma,topcv,True
Consultant,Công Ty TNHH CNLGAMING,Ho Chi Minh City,2026-06-21,,,,Full-time,Fresher,0.0,,topcv,True
AI/ML Engineer,VNPT Technology - Công ty Cổ phần Công nghệ Công nghiệp Bưu chính viễn thông,Hanoi,2026-06-21,,,,Full-time,Junior,1.0,,topcv,True
AI/ML Engineer,CÔNG TY TNHH MICROTEC VIỆT NAM,Hanoi,2026-06-21,,,,Full-time,Mid,4.0,"NoSQL, Python, SQL, Tensorflow, Pytorch",topcv,True
UI/UX Designer,CÔNG TY TNHH DH VENTURES VIETNAM,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,1.0,,topcv,True
System/Network Admin,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ TÍCH HỢP HỆ THỐNG SUNSHINE,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH CÔNG NGHỆ HATEK,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,1.0,"Python, AWS, TypeScript, React, Node.js, Next.js, React Native",topcv,True
Backend Developer,Công ty Cổ phần Công nghệ MicroTech,Hanoi,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
Fullstack/Software Engineer,Wall Street English,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,1.0,,topcv,True
AI/ML Engineer,Công ty Cổ phần Masscom Việt Nam,Hanoi,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
Other,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THƯƠNG MẠI & DỊCH VỤ FASTCODING VIỆT NAM,Da Nang,2026-06-21,,,,Full-time,Fresher,0.0,"CSS, HTML, AI, TypeScript, React, Vue",topcv,True
Backend Developer,Công ty cổ phần Synodus,Hanoi,2026-06-21,,,,Full-time,Senior,5.0,".NET, C#, Javascript, CI/CD",topcv,True
AI/ML Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,Hanoi,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
System/Network Admin,Công ty TNHH Reintechnik Việt Nam,Hanoi,2026-06-21,,,,Full-time,Junior,1.0,,topcv,True
Backend Developer,Công ty cổ phần công nghệ A.I-Soft,Hanoi,2026-06-21,,,,Full-time,Mid,3.0,"Javascript, Linux, MongoDB, Nginx, Node.js, PostgreSQL, Python, Redis, Docker, TypeScript, Nestjs, Git, REST, Security",topcv,True
Business Analyst,Công Ty TNHH LG CNS VIỆT NAM,Hanoi,2026-06-21,,,,Full-time,Mid,3.0,,topcv,True
QA/Tester,(DSS),Hanoi,2026-06-21,,,,Full-time,Junior,2.0,"SQL, Selenium, Postman, Cypress, Swagger",topcv,True
Project Manager,CÔNG TY TNHH GIẢI PHÁP BẢO MẬT SỐ,Hanoi,2026-06-21,,,,Full-time,Manager+,2.0,,topcv,True
Data Analyst,Công ty TNHH LTS Global Digital Services,Hanoi,2026-06-21,,,,Full-time,Fresher,0.0,,topcv,True
Embedded Engineer,Công ty TNHH TM DV KT Công Nghệ Tín Hiệu,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,2.0,"Python, AI, Computer Vision, Machine Learning",topcv,True
Blockchain Developer,CÔNG TY TNHH SR GROUP,Ho Chi Minh City,2026-06-21,,,,Full-time,Fresher,0.0,,topcv,True
AI/ML Engineer,Công ty cổ phần K. Hệ thống,Hanoi,2026-06-21,,,,Full-time,Fresher,0.0,,topcv,True
Business Analyst,Công ty Cổ Phần Galaxy Technology Services,Ho Chi Minh City,2026-06-21,,,,Full-time,Mid,3.0,Agile,topcv,True
Business Analyst,Công ty Cổ phần OPL Logistics,Hanoi,2026-06-21,,,,Full-time,Mid,5.0,,topcv,True
Business Analyst,Công Ty Tài Chính TNHH MTV Mirae Asset,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
QA/Tester,Công ty Cổ phần Công nghệ Tài chính Goline,Hanoi,2026-06-21,,,,Full-time,Junior,2.0,SQL,topcv,True
QA/Tester,CÔNG TY TNHH GEMCOMMERCE,Hanoi,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
UI/UX Designer,Công ty CP LSP Việt Nam,Hanoi,2026-06-21,,,,Full-time,Junior,1.0,Photoshop,topcv,True
UI/UX Designer,CÔNG TY CỔ PHẦN SẢN XUẤT PHỤ LIỆU NGÀNH MAY KIM HOA-KFK,Hanoi,2026-06-21,,,,Full-time,Fresher,0.0,,topcv,True
Other,CÔNG TY TNHH SHOPDRAWING STEEL,Ho Chi Minh City,2026-06-21,,,,Full-time,Junior,2.0,,topcv,True
Fullstack/Software Engineer,TỔNG CÔNG TY MẠNG LƯỚI VIETTEL-CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP-VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-21,,,,Full-time,Junior,1.0,,topcv,True
