job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
Fullstack/Software Engineer,Công ty TNHH Sản xuất Thương Mại Đức Hợp,Hanoi,2026-06-15,,,,Full-time,,1.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH AKTV AN KHANG THỊNH VƯỢNG,Hanoi,2026-06-15,,,,Full-time,,0.0,,topcv,True
Mobile Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ FDS,Hanoi,2026-06-15,,,,Full-time,,2.0,"Git, HTML5, React Native, CSS3, TypeScript, Vite, Vue, Websocket, webpack, Java, Node.js",topcv,True
Other,CTY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VIỆT MỸ,Ho Chi Minh City,2026-06-15,,,,Full-time,,2.0,,topcv,True
UI/UX Designer,CÔNG TY TNHH PIXEL PERFECT,Ho Chi Minh City,2026-06-15,,,,Full-time,,2.0,,topcv,True
Other,CÔNG TY TNHH APPEN DATA TECHNOLOGY VIỆT NAM,Hanoi,2026-06-15,,,,Full-time,,0.0,,topcv,True
Frontend Developer,CÔNG TY TNHH PIXEL PERFECT,Ho Chi Minh City,2026-06-15,,,,Full-time,,4.0,,topcv,True
Frontend Developer,CÔNG TY TNHH ALCHEMY TECHNOLOGIES,Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH INPA VIỆT NAM,Ho Chi Minh City,2026-06-15,,,,Full-time,,5.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ DỊCH VỤ MITEK,Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,"Agile, Git, MongoDB, MySQL, PostgreSQL, Redis, SCRUM, CI/CD, Nestjs, React, Node.js, Websocket, Docker, CRM, kafka, RabbitMQ, JWT",topcv,True
Other,CÔNG TY TNHH TECHTRONIC PRODUCTS (VIỆT NAM),Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,,topcv,True
Backend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ FDS,Hanoi,2026-06-15,,,,Full-time,,2.0,"Git, Linux, OOP, Docker, Spring Boot, REST, Websocket, kafka, Vue, React",topcv,True
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ GETFLY VIỆT NAM,Hanoi,2026-06-15,,,,Full-time,,1.0,,topcv,True
UI/UX Designer,CÔNG TY TNHH BAO BÌ NEXTGO,Ho Chi Minh City,2026-06-15,,,,Full-time,,2.0,,topcv,True
AI/ML Engineer,TỔNG CÔNG TY MẠNG LƯỚI VIETTEL-CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP-VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-15,,,,Full-time,,1.0,,topcv,True
Other,CÔNG TY TNHH CYBERCORE VIỆT NAM,Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,,topcv,True
Other,CÔNG TY CỔ PHẦN VINSCHOOL,Other,2026-06-15,,,,Full-time,,2.0,,topcv,True
Backend Developer,FINOTECH VIỆT NAM,Hanoi,2026-06-15,,,,Full-time,,4.0,"C#, Git, PostgreSQL, Redis, Docker, CI/CD, Microservices, MongoDB, Kubernetes, TypeScript, JWT",topcv,True
AI/ML Engineer,CÔNG TY TNHH NHA KHOA TRẺ,Hanoi,2026-06-15,,,,Full-time,,1.0,,topcv,True
Other,CÔNG TY CỔ PHẦN BÁNH KẸO Á CHÂU,Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,SQL,topcv,True
System/Network Admin,CÔNG TY CỔ PHẦN SABRE VIỆT NAM,Hanoi,2026-06-15,,,,Full-time,,0.0,,topcv,True
Business Analyst,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUYỀN THÔNG HALOTIMES,Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,,topcv,True
AI/ML Engineer,CÔNG TY CỔ PHẦN NHẬT MINH TT,Ho Chi Minh City,2026-06-15,,,,Full-time,,2.0,,topcv,True
Business Analyst,CÔNG TY CỔ PHẦN GIẢI PHÁP SỐ MOBIFONE,Hanoi,2026-06-15,,,,Full-time,,4.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUYỀN THÔNG HALOTIMES,Other,2026-06-15,,,,Full-time,,5.0,"Java, Node.js, Go",topcv,True
Mobile Developer,TỔNG CÔNG TY VIỄN THÔNG VIETTEL-CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-15,,,,Full-time,,2.0,"Git, Java, CI/CD",topcv,True
UI/UX Designer,CÔNG TY TNHH TM & SX THUỐC THÚ Y NAPHA,Ho Chi Minh City,2026-06-15,,,,Full-time,,3.0,,topcv,True
IT Manager,CÔNG TY TNHH CYBERCORE VIỆT NAM,Ho Chi Minh City,2026-06-15,,,,Full-time,,3.0,,topcv,True
Backend Developer,Công ty cổ phần Onenet,Hanoi,2026-06-15,,,,Full-time,,5.0,".NET, SQL Server",topcv,True
Mobile Developer,Công ty Cổ phần Công nghệ Tài chính Goline,Hanoi,2026-06-15,,,,Full-time,,2.0,"Git, Flutter, Figma, REST, React",topcv,True
Data Engineer,VIETTEL DIGITAL SERVICES CORPORATION - BRANCH OF VIETTEL GROUP,Hanoi,2026-06-15,,,,Full-time,,1.0,,topcv,True
UI/UX Designer,Công Ty TNHH Truyền Thông Ureka Việt Nam,Hanoi,2026-06-15,,,,Full-time,,2.0,,topcv,True
Mobile Developer,Công ty cổ phần Tasco,Hanoi,2026-06-15,,,,Full-time,,2.0,,topcv,True
Fullstack/Software Engineer,Công ty TNHH Một thành viên Ứng dụng Kỹ thuật và Sản xuất – Chi nhánh Hà Nội,Hanoi,2026-06-15,,,,Full-time,,1.0,,topcv,True
Fullstack/Software Engineer,CÔNG TY TNHH TOPSEC VIỆT NAM,Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,,topcv,True
Sales/Presales,Công ty TNHH NTT DATA VIỆT NAM,Hanoi,2026-06-15,,,,Full-time,,3.0,,topcv,True
Project Manager,CÔNG TY TNHH I-KONECT GLOBAL,Ho Chi Minh City,2026-06-15,,,,Full-time,,5.0,"Project Management, SCRUM, Jira",topcv,True
System/Network Admin,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Ho Chi Minh City,2026-06-15,,,,Full-time,,0.0,,topcv,True
ERP/CRM Specialist,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT NỮ,Ho Chi Minh City,2026-06-15,,,,Full-time,,3.0,,topcv,True
AI/ML Engineer,VIETTEL DIGITAL SERVICES CORPORATION - BRANCH OF VIETTEL GROUP,Hanoi,2026-06-15,,,,Full-time,,2.0,,topcv,True
Backend Developer,VIETTEL DIGITAL SERVICES CORPORATION - BRANCH OF VIETTEL GROUP,Hanoi,2026-06-15,,,,Full-time,,5.0,Java,topcv,True
Backend Developer,TRUNG TÂM DỊCH VỤ DỮ LIỆU VÀ TRÍ TUỆ NHÂN TẠO VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-15,,,,Full-time,,3.0,,topcv,True
Backend Developer,CÔNG TY CỔ PHẦN YANSOFT,Hanoi,2026-06-15,,,,Full-time,,5.0,C++,topcv,True
Other,CÔNG TY CỔ PHẦN GIÁO DỤC QUỐC TẾ VIỆT ÚC,Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,,topcv,True
Fullstack/Software Engineer,Công ty Cổ phần Công nghệ Rever,Ho Chi Minh City,2026-06-15,,,,Full-time,,2.0,"Git, Java, MySQL, PostgreSQL, Spring Boot, Python, Redis, Docker, CRM, AWS, TypeScript, React, Next.js",topcv,True
UI/UX Designer,CÔNG TY TNHH I-KONECT GLOBAL,Ho Chi Minh City,2026-06-15,,,,Full-time,,2.0,,topcv,True
Project Manager,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUYỀN THÔNG HALOTIMES,Ho Chi Minh City,2026-06-15,,,,Full-time,,5.0,PMP,topcv,True
Cloud Engineer,TỔNG CÔNG TY MẠNG LƯỚI VIETTEL-CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP-VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-15,,,,Full-time,,2.0,,topcv,True
Backend Developer,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-15,,,,Full-time,,2.0,"Java, Javascript, OOP, Swift, Flutter, Kotlin, CI/CD",topcv,True
Business Analyst,VIETTEL DIGITAL SERVICES CORPORATION - BRANCH OF VIETTEL GROUP,Hanoi,2026-06-15,,,,Full-time,,5.0,,topcv,True
Consultant,TRUNG TÂM DỊCH VỤ DỮ LIỆU VÀ TRÍ TUỆ NHÂN TẠO VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-15,,,,Full-time,,3.0,,topcv,True
Game Developer,CÔNG TY TNHH HATDE,Ho Chi Minh City,2026-06-15,,,,Full-time,,1.0,,topcv,True
Mobile Developer,Công ty CP Kids Plaza,Ho Chi Minh City,2026-06-15,,,,Full-time,,3.0,,topcv,True
Business Analyst,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hanoi,2026-06-15,,,,Full-time,,3.0,,topcv,True
QA/Tester,CÔNG TY TNHH I-KONECT GLOBAL,Ho Chi Minh City,2026-06-15,,,,Full-time,,5.0,,topcv,True
Project Manager,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,Hanoi,2026-06-15,,,,Full-time,,5.0,"Project Management, PMP",topcv,True
Cloud Engineer,Công ty TNHH Thương mại và Dịch vụ TSG,Hanoi,2026-06-15,,,,Full-time,,4.0,,topcv,True
AI/ML Engineer,CÔNG TY TNHH ACWORKS VIỆT NAM,Hanoi,2026-06-15,,,,Full-time,,2.0,"React, Node.js",topcv,True
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN MAYHOMES,Hanoi,2026-06-15,,,,Full-time,,3.0,,topcv,True
