job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
Chuyên viên Quản trị hệ thống phần mềm,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),,Hanoi,,,VND,,[],,,2026-05-18,2026-06-16,,Laptop; Insurance; Travel,careerviet
Senior Talent Acquisition Specialist,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,,Ho Chi Minh City,,,VND,,[],,,2026-05-18,2026-06-13,,Laptop; Insurance; Travel,careerviet
Technology Risk Management Senior Expert,NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),,Hanoi,,,VND,,[],,,2026-05-18,2026-06-06,,Insurance; Travel; Bonus,careerviet
Chuyên viên An ninh thông tin – Chính sách và tuân thủ an ninh thông tin,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),,Hanoi,,,VND,,[],,,2026-05-18,2026-06-16,,Laptop; Insurance; Travel,careerviet
Kiến trúc sư phần mềm,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),,Hanoi,,,VND,,[],,,2026-05-18,2026-06-16,,Laptop; Insurance; Travel,careerviet
Kỹ Sư Lập Trình PLC,CÔNG TY TNHH CRAZIGOODS,,Bac Ninh,,,VND,,[],,,2026-05-18,2026-06-12,,Insurance; Travel; Bonus,careerviet
AI Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,,Hanoi,,30000000.0,VND,,['AI'],,,2026-05-17,2026-06-16,,Laptop; Insurance; Travel,careerviet
Flutter Developer,Chương trình Học viện Công nghệ BKACAD,,Hanoi,10000000.0,20000000.0,VND,,['Flutter'],,,2026-05-17,2026-06-16,,Laptop; Insurance; Travel,careerviet
Kỹ Sư Hệ Thống/ System Engineer,Công ty Cổ phần Viễn thông - Tin học Bưu điện,,Hanoi,,35000000.0,VND,,[],,,2026-05-17,2026-06-16,,Insurance; Travel; Bonus,careerviet
Senior Data Engineer - TNTech - 3K040,Tập đoàn ROX (ROX Group),,Hanoi,30000000.0,50000000.0,VND,,[],,,2026-05-17,2026-06-16,,Laptop; Insurance; Travel,careerviet
MB Trainee - AI Engineer (Fresher) - Khối Công Nghệ Thông Tin (2025TD924),Ngân Hàng TMCP Quân Đội,,Hanoi,,,VND,,['AI'],,,,2026-05-17,,Laptop; Insurance; Travel,careerviet
Senior AI Engineer,DIGI-TEXX Vietnam,,Ho Chi Minh City,,,VND,,['AI'],,,2026-05-17,2026-05-31,,Laptop; Insurance; Travel,careerviet
Kiểm toán viên cao cấp/Chuyên gia Kiểm toán Nội bộ - Kiểm toán Công nghệ Thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),,Hanoi,35000000.0,65000000.0,VND,,[],,,,2026-05-17,,Insurance; Travel; Bonus,careerviet
Trưởng Phòng Kỹ Thuật (Công Nghệ Thông Tin),CÔNG TY CỔ PHẦN MŨ XANH - BLUE HAT,,Ho Chi Minh City,,,VND,,[],,,2026-05-17,2026-06-10,,Laptop; Insurance; Travel,careerviet
Software Engineer,CÔNG TY TNHH SKYLAB INNOGRAM VIỆT NAM,,Ho Chi Minh City,,,VND,,[],,,2026-05-17,2026-06-12,,Laptop; Insurance; Travel,careerviet
Trưởng bộ phận Phát triển Ứng dụng - [BAC A BANK - Khối Ngân hàng Số],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,,Hanoi,,,VND,,[],,,2026-05-16,2026-06-15,,,careerviet
Chuyên viên Kiến trúc Hệ thống - [BAC A BANK - Khối Ngân hàng Số],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,,Hanoi,,,VND,,[],,,2026-05-16,2026-06-15,,,careerviet
Chuyên viên Bảo mật Thông tin - [BAC A BANK - Khối Ngân hàng Số],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,,Hanoi,,,VND,,[],,,2026-05-16,2026-06-15,,,careerviet
Chuyên Viên DevOps - [BAC A BANK - Khối Ngân hàng Số],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,,Hanoi,,,VND,,['DevOps'],,,2026-05-16,2026-06-15,,,careerviet
Giám đốc Trung tâm Trí tuệ nhân tạo (AI),Công ty Cổ phần Tập đoàn Meey Land,,Hanoi,70000000.0,90000000.0,VND,,['AI'],,,2026-05-15,2026-06-14,,Insurance; Allowance; Bonus,careerviet
Senior Business Intelligence Executive(Mới),Concung.com - Con Cung Joint Stock Company,,Ho Chi Minh City,,,VND,,['Business Intelligence'],,,2026-05-15,2026-06-15,,Insurance; Travel; Bonus,careerviet
AI Software Engineer (Python/Go/C/C++ Backend & AI Agents) - Khối Công nghệ thông tin (2026TD450888)(Mới),Ngân Hàng TMCP Quân Đội,,Hanoi,,,VND,,"['Python', 'Go', 'AI']",,,2026-05-15,2026-06-15,,Laptop; Insurance; Travel,careerviet
Agentic Engineer (Python/Go/C/C++ Backend & AI Agents) - Khối Công nghệ thông tin (2026TD450887)(Mới),Ngân Hàng TMCP Quân Đội,,Hanoi,,,VND,,"['Python', 'Go', 'AI']",,,2026-05-15,2026-06-15,,Laptop; Insurance; Travel,careerviet
Senior AI Engineer (Computer Vision/NLP/LLM) - Khối Công nghệ thông tin (2026TD450878)(Mới),Ngân Hàng TMCP Quân Đội,,Hanoi,,,VND,,"['AI', 'NLP']",,,2026-05-15,2026-06-15,,Laptop; Insurance; Travel,careerviet
Senior AI Expert - Khối Công nghệ thông tin (2026TD450201)(Mới),Ngân Hàng TMCP Quân Đội,,Hanoi,,,VND,,['AI'],,,2026-05-15,2026-06-15,,Laptop; Insurance; Travel,careerviet
AI Expert - Khối Công nghệ thông tin (2026TD450200)(Mới),Ngân Hàng TMCP Quân Đội,,Hanoi,,,VND,,['AI'],,,2026-05-15,2026-06-15,,Laptop; Insurance; Travel,careerviet
MB Trainee - AI Engineer (Fresher) - Khối Công Nghệ Thông Tin (2025TD924)(Mới),Ngân Hàng TMCP Quân Đội,,Hanoi,,,VND,,['AI'],,,2026-05-15,2026-06-15,,Laptop; Insurance; Travel,careerviet
