job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
Technology Manager,SAPP Academy,,"Hanoi, Hanoi, Vietnam",,,,,[],Full-time,Not Applicable,2026-05-15,,"Thu nhập:
50,000,000
—
70,000,000
VNĐ
Địa điểm: Hà Nội (NEU), Số 54, Lê Thanh Nghị, phường Bách Khoa, quận Hai Bà Trưng, Hà Nội
Phòng ban: IT
Hạn nộp hồ sơ: 13/05 — 30/06/2026
Ứng tuyển vị trí này
Chia sẻ: Facebook Google",,linkedin
"USI VIETNAM : IT (MES, Infrastructure, Helpdesk, System)","Universal Scientific Industrial Co., Ltd.",,"Hai Phong, Hai Phong City, Vietnam",,,,1.0,"['Python', 'SQL']",Full-time,Not Applicable,2026-05-08,,"You can prefer and select to apply for one of the following job below :
I. IT MES
【Job Description】
Maintain MES architecture including system configuration, data automation and system administration.
Plan, configure, and technically install MES in new and existing production lines by working closely with Bosch international and local technical teams.
Troubleshooting and fix of MES and Traceability technical issues which occur in daily operations to ensure 99.85% operations of the system in plant.
Implementation of MES support and emergency concept in plant including training of key users in operations and service.
Schedule and perform MES system updates in the plant and maintain the system components
【Qualifications】
AT least 1 years of practical experience in Manufacturing Execution System and working experience in an international operating company.
Expertise in MES Deployment, MES system configuration, installation, technical setup, maintenance, and related IT systems integration.
Bonus skills in low-code or shell programming tools, like Mendix, Python, Oracle/Microsoft SQL.
Ability to prioritize, plan and organize work independently.
English TOEIC > 500 points with good speak skill
Chinese communication is a plus.
II. IT Infrastructure
III. IT Helpdesk
IV. IT System Development",,linkedin
ITSM Jira Administrator,ITC Worldwide,,"Cà Mau, Ca Mau, Vietnam",,,,3.0,"['Python', 'Azure', 'Jenkins', 'SQL', 'Git', 'DevOps', 'Agile', 'Scrum', 'Windows Server', 'REST', 'RESTful', 'Excel', 'Jira', 'Confluence', 'ITIL', 'ITSM', 'Networking', 'Security', 'Cybersecurity']",Full-time,Not Applicable,2025-07-26,,"Position Summary
About the job ITSM Jira Administrator
ITSM Jira Administrator
The IT Service Manager communicates and implements standard ITSM processes including incident, change, and problem management. S/he brings ITIL principles, theories, and concepts related to requirements, data, usability, and process analysis for incident and change management, CMDB, asset, software licensing, and contract management.
This position requires a strong understanding of cybersecurity principles, risk management, and compliance frameworks.
You will play a critical role in evaluating and mitigating cybersecurity engineering risks, ensuring adherence to legal requirements, regulations, and industry standards, and supporting a regulated manufacturing and health field environment.
Position based onsite https://itcworldwide.com/locations
Essential Duties And Responsibilities
Solid understanding ITSM principles, promoting ITIL best practice across the full life cycle of services.
Collaborate with internal teams, including IT, legal, HR, supply chain, governance and compliance, to define and implement appropriate controls and safeguards towards service management services.
Manage and report incidents, change, and problem service levels for both internal and external teams.
Participate in the evaluation, design, and implementation of new systems that increase productivity or enhance overall business operations.
Manage Change Advisory Board (CAB) and Release Management Processes.
Conduct periodic assessments and reviews of the entire Service Level Management (SLM) process.
Ensure request, incident, problem, and change records are accurate and complete, from creation to closure.
Assist in creating and maintaining IT operational workflows, knowledge documents, reports, portal content, and communications to IT and business customers.
A significant responsibility for this new role will be to assist the Service Innovation in transitioning projects into production services, using a standard design and transition process.
Holder will take the lead in maintaining, publicizing, and promoting the IT Services problem management policy and process. They will ensure effective management and coordination of root cause analysis activities for problem resolution.
Facilitate major incident conference bridges, accurately identifying and logging attendees, timelines and troubleshooting steps taken.
Coordinate planned change management for Enterprise Applications, M365 on Windows and Mac environments, Network and Security Operations and log results to peruse continuous improvement.
Proficient in ITSM tool administration and management system, Jira preferred. Manage Engine or Jira experience accepted.
Contribute to ITSM Knowledge Base.
Full vendor management for help desk and service management engagements, development teams, IT operations support, SOC and others as required.
Produce and track metrics within ITSM parameters and defined SLAs an SLOs.
Assist in Systems Certification processes for the ISO, SOC, PCI and FDA frameworks, including preparing requested proof of documentation, coordinating with stakeholders.
Participant in risk assessments.
Participate in all related processes and tracking for Business Continuity Processes and Recovery.
Documentation and Reporting: prepare and maintain comprehensive documentation, including information and service management plans, service agreement reports, system operational service agreements, and compliance reports.
Collaboration and Communication: collaborate with cross-functional teams, system engineers, architects, IT personnel, and external stakeholders to address cybersecurity concerns, provide guidance on security controls, and facilitate effective communication.
Industry Trends and Best Practices: stay up to date with the latest IT service management trends.
Support IT Leadership with assessment and authorization requirements and drafting/updating related documentation.
Microsoft Certification (Required)
AZ-800: Administering Windows Server Hybrid Core Infrastructure
AZ-801: Configuring Windows Server Hybrid Advanced Services
AZ-500: Microsoft Azure Security Technologies
SC-200: Microsoft Security Operations Analyst
SC-400: Microsoft Information Protection Administrator
AZ-700: Designing and Implementing Microsoft Azure Networking Solutions
Jira Certification (Required)
ACP-420 Managing Jira Service Projects for Cloud
Atlassian Certified Associate - ITSM with Jira Service Management
Atlassian Certified Associate - Jira Software Board Configuration
Critical Responsibilities
Provide technical leadership for planning, designing, installing, testing, and implementing Atlassian solutions.
Provide subject matter expertise on the SDLC platforms we maintain (Confluence, Jira, Spira Test).
Implementing Atlassian plugins and supporting integration with other enterprise software.
Supports Knowledge Management (KM) program strategy, transformation, and technical implementation.
Creates knowledge documentation related to requirements and solution design.
Facilitates knowledge transfer sessions for administration and self-service. Develop a train the trainer model for support and administration.
Critical Qualifications
3+ years of experience in implementing Atlassian products.
Experience with RESTful APIs, JSON, and XML.
Experience with Agile/Scrum or DevOps methodologies.
Experience With SQL, Python, PowerShell, Or Other Scripting Languages
Experience with System and Data Architecture
Experience or knowledge of SDLC pipeline tools such as Git, Jenkins,
Preferred Experience
Have demonstrable experience and aptitude in working in a matrix organization where effective and robust negotiating skills are used successfully while maintaining good working relationships with members of that organization.
Sufficient technical background to understand the different architectures of the core systems, and to understand the impact of new technologies.
Experience of using ITIL processes, current ITIL certification preferred.
ITIL certified and a willingness to achieve formal ITIL certifications.
Careful attention to detail and an ability to demonstrate an understanding of the need for standards in IT.
The ability to plan, prioritize and organize work to meet tight deadlines.
Experience of using project plans.
Ability to work & collaborate effectively within a team environment.
Motivated to learn new technologies and produce process improvements and efficiencies.
Sense of urgency and able to prioritize work.
Ability to adopt change while continuing to deliver on assigned objectives.
Excellent communication skills to communicate complex quantitative analysis in a clear, precise, and actionable manner.
Collaborate with cross-functional teams to integrate security controls into the development and implementation of new systems, applications, and processes.
General Qualifications
Bachelor's degree in related engineering, computer science, or a related field.
5+ years in cybersecurity, compliance, and risk management, with a focus on system certification and accreditation.
Strong knowledge of ITIL and Service Management frameworks.
Familiarity with related industry processes, policies, and ITIL/ITSM guidelines.
Experience with conducting CAB, risk analysis, and IT release management.
Familiarity with security controls, technologies, and best practices, including cyber security, access management, data protection, as well as incident management and response.
Experience conducting compliance assessments, audits, and risk assessments.
Solid understanding of network security principles, End point Security, secure system configurations, encryption technologies, and assurance of industrial networks
Ability to manage multiple projects and priorities in a fast-paced environment.
Up-to-date knowledge of emerging security trends, threats, and technologies.",,linkedin
Nhân viên kỹ thuật máy tính máy in,Cty TNHH MTV Toyota Phú Mỹ Hưng,,"Haiphong, Hai Phong City, Vietnam",,,,,[],Full-time,Not Applicable,2026-03-23,,"Mô tả công việc
Công ty TNHH Máy Tính Ngọc Duy Cần Tuyển Gấp 5 Kỹ Thuật Máy tính + Máy in + Camera
1 - Yêu Cầu
Tốt nghiệp ĐH, CĐ, TC.. chuyên ngành công nghệ thông tin hoặc bằng cấp liên quan.
Lắp ráp cài đặt máy tính máy in, camera giám sát
Sử lý và kiểm tra hệ thống mạng ...
Có phương tiện đi lại + giao tiếp tốt + Nhiệt tình trong công việc.
2 - Chế Độ Phúc Lợi
Được hưởng theo chế lao động của nhà nước VN .(Lương cơ bản + doanh thu dịch vụ + doanh thu hàng hóa + Tiền chuyên cần).
Nghỉ lê tết theo quy định , có du lịch hè , thưởng lễ tết và thâm niên.
3 - Hồ sơ nộp về số 156 Tràng Minh - Kiến An - Hải Phòng. ĐT 02253.691.701 - Hotline 0986079679 Mr Bắc.
Hạn nộp hồ sơ đến 29/01/2020
Khác",,linkedin
IT Helpdesk,HCLTech Vietnam,,"Binh Dinh, Vietnam",,,,2.0,"['Scala', 'REST', 'SAP', 'ITIL', 'Security']",Full-time,Mid-Senior level,2026-04-24,,"Location:
Quy Nhon
Key areas of responsibilities:
Conduct support operations on day-to-day basis
In cooperation with Infrastructure operations and engineering teams, perform actions to maintain Service Level Objectives as well as security and compliancy tasks
In cooperation with Service Owners, conduct service management operations for local and legacy services
Strive for continuous improvement to improve service and support operations
Where agreed, participate to IT Compliance development for own area
Where agreed, participate to Infra development within own area of expertise
Where agreed, manage business integration with active communication, promotion and deployment of standard IT services, coordination of local key users and handling of possible local escalation cases on own responsibility area
Participation in the Duty Ring at sites/consolidated sites within two hours from home base, where applicable
Key contacts:
End users, business key users and managers
Servers & Storage, Communication Technology, and Managed Desktop Services Engineering and Operations teams
Application Services, including Service Owners, AS architects and teams
Command Center team
User Support team
Transition Management team
External vendors
Qualifications:
Education – Minimum Qualification: B.Eng. in information technology or equivalent
2-5 years’ experience in IT, with few years’ experience on hands on in Data Centre
Solid technical understanding of one or more technology areas, such as servers, storage, operating systems, cluster technologies, SAP, databases or middleware. The ability to cover multiple technology areas or will to learn additional areas is a strong plus.
IT service delivery competencies, communication skills, ITIL methodology certification or respective knowledge, situation management skills, broad awareness relating to IT infrastructure, agility and flexibility to address critical situation (downtime) in professional manner.
Ability to work independently with little day to day support – self starters
Flexibility with respect to time – client deliverables need to be met with a Can-do attitude
Have a B driving license
Strong service mindset
Experience on preferably several of technological domains: Servers & Storage, Communication Technology, and Managed Desktop Services
Deep problem-solving capabilities with in-depth understanding of technology and business interface
Experience and knowledge of local application portfolio
Good understanding of IT Service Management processes and practices
Good communication skills in local language, combined with adequate written and spoken English language capabilities
Willingness to travel, not more than 20% of working time
Why should you join us:
Attractive package including base salary + 13th month salary
Insurance based on full base salary and Medical Benefit (Bao Viet Insurance Package) for Employee and Family
100% of full salary and benefits as an official employee from the 1st day of working
18 paid leaves per year
Working in a fast paced, flexible, and multinational working environment with opportunity to travel onsite (in 60 countries)
Working with outstanding colleagues coming from top universities and top companies in
Vietnam and foreign countries
*** Note: We highly appreciate your interest in this position of HCL Vietnam. After reviewing all applications, only qualified candidates will be contacted for the next steps within 15 days from date of submission.",,linkedin
IT Helpdesk and support,XP Power,,"Binh Duong, Vietnam",,,,3.0,"['Linux', 'Active Directory', 'Networking', 'Security']",Full-time,Mid-Senior level,2026-05-08,,"Job Description
Position Summary:
The
IT Helpdesk
specialist joins the IT Support team to maintain computer networks, software, and hardware across the organization. This role is critical in providing timely technical support and helpdesk services, with a primary focus on supporting
production lines
to ensure operational continuity
The IT Helpdesk
will monitor and maintain factory computer systems, telephone systems, IP CCTV system and infrastructure, while resolving technical issues ticketed through the company IT Ticket system.
Qualifications
Education & Experience
Degree:
Technical college degree majoring in Electronics or Computer Technical.
Experience:
Approximately 3 years of experience in similar positions, with at least 2 years specifically in an IT support role.
Industry Focus:
At least 2 years of experience in system, network, and infrastructure support within the Production industry (Joint Venture or Foreign Owned Company preferred).
Additional information
Technical Skills
Endpoint & OS Management:
Advanced proficiency in Windows 10/11 and Linux environments; hands-on experience managing Windows Active Directory (users, groups, and GPOs).
Cloud & Productivity:
Expert-level support for
Microsoft 365
(formerly Office 365) and legacy Office 2016 suites.
Networking:
Experience configuring and maintaining
Cisco Meraki
(wired/wireless), managing
DNS
, and troubleshooting general network infrastructure.
Infrastructure Support:
Ability to install, troubleshoot, and maintain diverse hardware including
IP CCTV
,
IP Phone systems
, and Production Machine systems.
Security:
Solid understanding of endpoint protection, including deployment and monitoring of Antivirus/Anti-malware solutions.
Soft Skills & Professional Qualities
Collaborative Problem-Solver:
A strong team player who can contribute effectively within the
System Integration and Development
team while maintaining the autonomy to work independently.
Accountability:
High sense of integrity and a meticulous
attention to detail
when documenting issues and performing system maintenance.
Communication:
Strong interpersonal skills with the ability to translate technical jargon into simple terms for non-technical users.
Culture Fit:
Dedicated professional whose work ethics align with our
Company Core Values
.
CCNA, MCSA is prefferred.",,linkedin
Tuyển dụng nhân viên IT,Công ty cổ phần Expro,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,2.0,[],Full-time,Not Applicable,2026-03-23,,"Mô tả công việc
Nhân viên IT
Cài đặt, vận hành, xử lý các sự cố phát sinh
Quản trị máy chủ, hệ thống máy tính, hệ thống mạng
Tốt nghiệp chuyên ngành liên quan
Kinh nghiệm 1-2 năm ở vị trí tương đương
Trung cấp",,linkedin
Nhân viên IT,Công Ty TNHH Artist,,"Hai Duong, Hai Duong, Vietnam",,,,,[],Full-time,Not Applicable,2026-04-22,,"Mô tả công việc
Cài đặt phần mềm, OS, hỗ trợ xử lý các vấn đề liên quan đến thiết bị văn phòng trong công ty;
Hỗ trợ và quản trị server window.
Hỗ trợ bảo dưỡng máy tính, máy in, thiết bị IT;
Biết đổ mực và sửa máy in.
Làm các công việc theo chỉ thị cấp trên;
Đại học",,linkedin
Nhân viên IT,Công Ty Cổ Phần Max Việt Nam,,"Hanoi, Hanoi, Vietnam",,,,,[],Full-time,Not Applicable,2026-04-22,,"Mô tả công việc
Quản trị Server, hệ thống mạng và các trang web của công ty
Thực hiện các công việc có liên quan đến máy móc và thiết bị của Công ty: máy tính, máy in, máy chiếu, máy Fax, điện thoại, hệ thống điện, internet, v.v.......
Thực hiện các công việc theo sự chỉ đạo của Trưởng phòng & Ban Giám đốc giao.
Trung cấp",,linkedin
Nhân viên IT,FUSION Marketing,,"Dong Thap, Vietnam",,,,,[],Full-time,Not Applicable,2026-04-22,,"Mô tả công việc
Bảo trì hệ thống mạng máy tính và các thiết bị theo định kỳ, đảm bảo tình trạng hệ thống kết nối mạng được ổn định.
Phát hiện, xử lý các sự cố máy tính, sever khi có trục trặc xảy ra
Đào tạo sử dụng người dùng khi có yêu cầu của các phòng ban chức năng.
Chịu trách nhiệm chính về bảo mật mọi dữ liệu thông tin trong hệ thống mạng của công ty.
Phân quyền truy cập cho các máy theo yêu cầu của người có thẩm quyền.
Thiết kề website.
Thiết kế đồ họa
Chi tiết công việc sẽ trao đổi trong buổi phỏng vấn.
Cao đẳng",,linkedin
