job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
[HCM] IT SUPPORT,CMC Technology & Solution (CMC TS),,"Tân Thuan Đông, Ho Chi Minh City, Vietnam",,,,1.0,"['Windows Server', 'Active Directory']",Full-time,Not Applicable,2026-06-01,,"Job Description
Provide troubleshooting and technical support for end-user devices and related hardware.
Administer and maintain the company’s Mail Server, Windows Server, and File Server systems.
Support the configuration, operation, and maintenance of the Domain Controller.
Diagnose and resolve issues related to Microsoft Office 365 applications.
Participate in on-site support and training sessions at client locations when required.
Location: Cu Chi, HCMC
Job Requirements
College or Bachelor’s degree in Information Technology or a related field.
Minimum 1 years of experience in a similar position.
Hands-on experience with Active Directory, Office 365, and ticketing systems.
CCNA, MCSA, or equivalent certifications are an advantage.
Solid foundation and working experience in IT Systems.
Good communication skills in English.
Compensation & Benefits
Competitive salary package with IT allowance.
Annual cash benefit package of VND 9,000,000 for holidays and special occasions.
12 days of annual leave plus 1 additional paid leave day for your birthday.
Full statutory insurance coverage in accordance with Vietnamese labor law.
Premium healthcare insurance package (CMC Care).
Opportunities to join company clubs and various employee engagement programs.
Laptop and necessary technical equipment provided.
Young, dynamic, and professional working environment.
Nộp đơn ứng tuyển công việc này
Họ & tên bạn *
Địa chỉ email *
Số điện thoại *
Thông tin thêm
CV của bạn *
Click để chọn & tải lên CV của bạn
Mã bảo mật *
Nộp đơn ứng tuyển","Competitive salary package with IT allowance.
Annual cash benefit package of VND 9,000,000 for holidays and special occasions.
12 days of annual leave plus 1 additional paid leave day for your birthday.
Full statutory insurance coverage in accordance with Vietnamese labor law.
Premium healthcare insurance package (CMC Care).
Opportunities to join company clubs and various employee engagement programs.
Laptop and necessary technical equipment provided.
Young, dynamic, and professional working environment.
Nộp đơn ứng tuyển công việc này
Họ & tên bạn *
Địa chỉ email *
Số điện thoại *
Thông tin thêm
CV của bạn *
Click để chọn & tải lên CV của bạn
Mã bảo mật *
Nộp đơn ứng tuyển",linkedin
[HCM] IT HELPDESK (LONG AN),CMC Technology & Solution (CMC TS),,"Xã Các Sơn, Thanh Hoa, Vietnam",,,,,['Networking'],Full-time,Not Applicable,2026-06-01,,"[HCM] IT HELPDESK (Long An)
MÔ TẢ CÔNG VIỆC
Theo dõi và xử lý các ticket IT cũng như yêu cầu hỗ trợ kỹ thuật hằng ngày.
Hỗ trợ kỹ thuật cho người dùng cuối thông qua Microsoft Teams, Zalo, Email hoặc hỗ trợ trực tiếp tại chỗ.
Cập nhật và ghi nhận đầy đủ thông tin ticket sau khi hoàn tất xử lý.
Cài đặt, hỗ trợ và xử lý sự cố cho các ứng dụng nội bộ, Microsoft Office và các phần mềm liên quan.
Kiểm tra, chẩn đoán và khắc phục sự cố phần cứng/phần mềm đối với laptop, desktop, máy in, hệ thống WiFi và các thiết bị CNTT khác.
Kiểm tra và hỗ trợ thiết bị phòng họp khi phát sinh sự cố.
Hỗ trợ thiết lập và đảm bảo kết nối cho các cuộc họp nội bộ, họp toàn quốc và họp tại nhà máy.
Quản lý và hỗ trợ các thiết bị CNTT tại các văn phòng được phân công.
Phối hợp với các bộ phận liên quan nhằm đảm bảo hệ thống CNTT vận hành ổn định.
Hỗ trợ giao tiếp tiếng Anh cơ bản với người dùng nước ngoài khi cần thiết.
YÊU CẦU CÔNG VIỆC
Ưu tiên ứng viên có kinh nghiệm ở vị trí IT Helpdesk / IT Support.
Có kiến thức cơ bản về Windows OS, Microsoft 365, Networking, WiFi và máy in.
Có khả năng xử lý và khắc phục sự cố phần cứng, phần mềm máy tính.
Kỹ năng giao tiếp tốt, tư duy hỗ trợ khách hàng (customer-oriented mindset).
Chủ động, có trách nhiệm và tinh thần học hỏi.
Có khả năng giao tiếp tiếng Anh cơ bản là một lợi thế.
THU NHẬP
Mức lương cạnh tranh + phụ cấp dự án (gồm phụ cấp ca làm việc và chế độ nghỉ bù)
Tổng thu nhập lên tới 13 tháng lương/năm
Gói phúc lợi tiền mặt 9 triệu/năm vào các dịp Lễ, Tết, Sinh nhật Tập đoàn...
Xét tăng lương theo năng lực và kết quả công việc định kỳ 1 lần/năm.
CHẾ ĐỘ ĐÃI NGỘ
Đóng BHXH đầy đủ và BH sức khỏe CMC Care ngay khi ký Hợp đồng chính thức
Nghỉ phép: 12 ngày/ năm + 1 ngày nghỉ hưởng lương vào dịp sinh nhật bản thân
Được tham gia các chương trình đào tạo chuyên môn, nghiệp vụ từ cơ bản đến nâng cao.
Được trang bị laptop/thiết bị công nghệ trong quá trình làm việc
Môi trường trẻ, năng động và chuyên nghiệp
Tham gia Team building và các hoạt động văn hóa đa dạng
Được vinh danh các giải thưởng năm của Tập đoàn CMC, CMC TS và khen thưởng trên các thành tích xuất sắc (dự án, kinh doanh, quản trị)
Nộp đơn ứng tuyển công việc này
Họ & tên bạn *
Địa chỉ email *
Số điện thoại *
Thông tin thêm
CV của bạn *
Click để chọn & tải lên CV của bạn
Mã bảo mật *
Nộp đơn ứng tuyển",,linkedin
IT Helpdesk/ IT Support,UNIT Technology Corporation,,"Quận 1, Ho Chi Minh City, Vietnam",,,,4.0,"['Windows Server', 'Adobe', 'Active Directory', 'Networking', 'Firewall']",Full-time,Mid-Senior level,2026-06-06,,"Handle and track user requests, ensuring timely and effective resolution
Provide support to end-users and troubleshoot hardware, software, and network issues
Install, configure, and maintain IT equipment (PCs, printers, scanners, fax)
Support office applications: MS Office, Outlook, Adobe Acrobat
Perform basic administration of Windows OS, Windows Server, and Active Directory
Monitor IT systems and network infrastructure to ensure stable operations
Perform data backup, system updates, and regular virus scanning
Coordinate with external vendors and service providers to meet SLA requirements
Support daily IT operations tasks (monitoring, reporting, incident handling)
Requirements
Bachelor’s degree in Information Technology, Network Administration, Telecommunications, or related fields
At least 4 years of experience in IT Helpdesk / IT Support/ IT Service Desk
Good knowledge of Windows, networking (LAN/WAN, DNS, DHCP), Active Directory, Firewall/NAT
Strong communication skills with a customer-oriented mindset
Experience supporting clients in insurance/financial domain is a plus
Good command of English (communication and documentation)
Flexible, dynamic attitude and reliable.",,linkedin
IT Application Executive,Duy Anh Fashion And Cosmetic (DAFC),,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,"['SQL', 'Power BI']",Full-time,Not Applicable,2026-06-01,,"MÔ TẢ CÔNG VIỆC
Vai Trò
Vận hành, triển khai, hỗ trợ và cải tiến hệ thống phần mềm của công ty nhằm đảm bảo hoạt động kinh doanh diễn ra liên tục, chính xác và hiệu quả.
Hỗ trợ người dùng (User) trong các nghiệp vụ nghiệp vụ: POS bán lẻ, hóa đơn điện tử, mua hàng, tồn kho,…
Tiếp nhận và xử lý ticket liên quan đến lỗi hệ thống phần mềm hoặc yêu cầu thay đổi nghiệp vụ.
Thực hiện cấu hình module POS/LS Retail theo yêu cầu được phê duyệt.
Thực hiện cài đặt giá bán lẻ, chương trình khuyến mãi cho hệ thống bán hàng
Phối hợp với bộ phận lập trình thực hiện các yêu cầu phát triển report hoặc tính năng mới
Phối hợp với vendor trong việc kiểm tra, sửa lỗi, cập nhật phiên bản hoặc phát triển tính năng mới.
Tham gia các dự án liên quan đến POS/ERP/ứng dụng nội bộ.
Viết tài liệu hướng dẫn người dùng (User Manual)
Đào tạo người dùng mới và đào tạo định kỳ.
Kiểm tra tính hợp lệ của dữ liệu master data.
Thực hiện các công việc khác theo yêu cầu công ty và Line Manager
Các công việc khác được giao bởi Line Manager và theo yêu cầu công ty
YÊU CẦU CÔNG VIỆC
Bằng cấp:
Tốt nghiệp Cao đẳng/ Đại học chuyên ngành Công nghệ thông tin.
Kinh nghiệm:
Ít nhất 1 năm kinh nghiệm vận hành hoặc triển khai hệ thống POS cho chuỗi bán lẻ.
Cẩn trọng và hiểu biết về nghiệp vụ bán hàng, ưu tiên có kinh nghiệm tại chuỗi bán lẻ thời trang.
Kỹ năng/ năng lực:
Hiểu rõ các nghiệp vụ vận hành trong chuỗi bán lẻ.
Sử dụng thành thạo các phần mềm: LS Retail, Sql Server
Biết sử dụng: Power BI, Oracle là một lợi thế.
Giao tiếp tốt, chủ động trong công việc.
QUYỀN LỢI
Chế độ đãi ngộ hấp dẫn: Mức lương cạnh tranh cùng lương 13 lương cố định.
Bảo hiểm sức khỏe
Phát triển sự nghiệp bền vững: Được đào tạo, đánh giá thường niên và có cơ hội luân chuyển nội bộ để mở rộng kỹ năng.
Ưu đãi dành riêng cho nhân viên: Giảm giá 20–50% sản phẩm DAFC và tham gia các sự kiện mua sắm nội bộ đặc biệt với nhiều ưu đãi độc quyền.
Môi trường làm việc chuyên nghiệp & sáng tạo: Không gian làm việc năng động, nơi bạn được khám phá và trải nghiệm thế giới thời trang xa xỉ.
Văn hóa gắn kết & tràn đầy năng lượng: Tham gia Happy Hours, Team building, tiệc cuối năm cùng nhiều hoạt động thú vị khác.
Trải nghiệm ngành hàng xa xỉ đẳng cấp: Cơ hội hiếm có để đồng hành cùng các thương hiệu quốc tế hàng đầu trong lĩnh vực thời trang cao cấp tại Việt Nam.",,linkedin
"Da Nang Cabin Crew Opportunities (Dubai Based, Relocation Provided)",Emirates,,Da Nang Metropolitan Area,,,,,"['Excel', 'Security']",Full-time,Associate,2026-06-02,,"Job Purpose
A personality that shines, the ability to adapt to any situation and make people feel at ease. These are a few of the qualities we’re looking for in our cabin crew.
As the face of Emirates, you’ll be the person customers turn to for help and direction when they fly with us, so you need to be friendly, observant and able to provide the right support.
Being a member of the cabin crew is so much more than a service role - safety is our highest priority. You’ll need to lead confidently and take control when it comes to managing aircraft services, security, and safety procedures. This comes from the world-class learning experience our crew receive at our state-of-the-art facility in Dubai.
Qualifications & Experience
Here are some other things we look for in our cabin crew:
You’ve had more than a year’s experience in hospitality/customer service
You have a positive attitude and the natural ability to provide excellent service in a team environment, dealing with people from many cultures
Your minimum qualification is high school graduate (Grade 12)
You need to be fluent in written and spoken English
You’re at least 160cm tall and can reach 212 cm while standing on tiptoes, to enable you to reach emergency equipment on all aircraft types
No visible tattoos while you’re in Emirates cabin crew uniform (without covering them with bandages or cosmetics)
As Emirates cabin crew, you’ll be based in Dubai and will need to meet the UAE's employment visa requirements
Aside from the requirements of the role, you should be determined to always perform to the highest standards, focus on being solution oriented, and be able to manage a demanding work schedule. You should have the ability to deliver an authentic experience to our customers. You’ll be culturally aware and reflect the Emirates personality - professional, empathetic, progressive, visionary and cosmopolitan.
Salary & Benefits
Your pay is made up of three components:
a fixed basic salary,
an hourly pay for operated flights and
an overseas meal allowance.
Basic salary = AED 4,980 / month,
Flying Pay = AED 69.60 / hour based on avg. 80-100 hours / month,
Average Total Pay = AED 11,244 / month (~USD 3,100, EUR 2,600 or GBP 2,280)
* These are approximate numbers for Grade II (Economy Class).
Meal allowances for night stops are credited to the salary in arrears the following month.
Hotel accommodation as well as transport to and from the airport is provided by the company.","Your pay is made up of three components:
a fixed basic salary,
an hourly pay for operated flights and
an overseas meal allowance.
Basic salary = AED 4,980 / month,
Flying Pay = AED 69.60 / hour based on avg. 80-100 hours / month,
Average Total Pay = AED 11,244 / month (~USD 3,100, EUR 2,600 or GBP 2,280)
* These are approximate numbers for Grade II (Economy Class).
Meal allowances for night stops are credited to the salary in arrears the following month.
Hotel accommodation as well as transport to and from the airport is provided by the company.",linkedin
Nhân viên IT Quảng Trị Mạng,Công Ty CP Thiết Kế - Xây Dựng Kiến Trúc Việt,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,[],Full-time,Not Applicable,2026-05-09,,"Mô tả công việc
Mô tả chi tiết công việc
Phụ Trách Toàn Bộ Các Hoạt Động Liên Quan Đến Hệ Thống Mạng, Các Trang Thiết Bị Điện Tử, Nghe Nhìn Trang Bị Tại Công Ty Và Cửa Hàng
Đảm bảo hoạt động của hệ thống mạng LAN, Internet, hệ thống máy chủ được thông suốt, ổn định.
Khắc phục các sự cố máy chủ, máy trạm, máy in … và hỗ trợ kịp thời cho người dùng các vấn đề về IT.
Là đầu mối giải quyết sự cố, trực tiếp bảo trì sửa chữa đơn giản cho các trang thiết bị điện tử, nghe nhìn được trang bị tại công ty và cửa hàng.
Thực hiện các công tác bảo trì bảo dưỡng theo định kỳ
Khảo sát và đề xuất mua tài sản khi có phát sinh
Thừa kế và phát triển thêm các qui chuẩn, qui định về vận hành, cấu hình, bảo trì bảo dưỡng, bảo mật thông tin…
Các công tác khác theo chỉ đạo của cấp trên
Chi tiết trao đổi khi phỏng vấn.
Cao đẳng",,linkedin
IT Application Executive,Ricoh Vietnam,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,3.0,"['SQL', 'AI', 'Power BI', 'Excel', 'SAP', 'Security']",Full-time,Executive,2026-06-01,,"1. Application Support
•     Provide first-level support for business applications.
•     Monitor application performance, availability, and user access.
•     Support daily operational activities related to ERP, CRM or other enterprise systems.
•     Support for Microsoft Windows, Microsoft 365, Outlook, Teams, and common business applications.
•     Support for IT team on staff onboarding, offboarding activities.
2. Business Process & User Support
•     Gather user requirements and understand business processes.
•     Support users in system usage, troubleshooting, and process improvement.
•     Conduct user training and prepare user guides/SOPs.
•     Assist departments in optimizing workflows using system functionalities.
3. System Administration & Maintenance
•     Coordinate application upgrades, patches, and configuration changes.
•     Perform testing (UAT/SIT) for new features or system enhancements.
•     Support data validation, migration, and system integration activities.
•     Monitor scheduled jobs, interfaces, and application logs.
4. Reporting & Data Management
•     Generate operational reports and dashboards.
•     Support data extraction and analysis requests.
•     Ensure data accuracy and consistency within applications.
•     Assist in maintaining master data governance processes.
5. Security & Compliance
•     Ensure applications comply with IT security and company policies.
•     Support audit activities and access reviews.
•     Maintain proper documentation for system changes and controls.
Requirements
•      English communication is a must.
•      Bachelor’s degree in IT, Computer Science, Business Information Systems, or related field.
•      1–3 years of experience in application support or business systems support.
•      Knowledge of:
o   ERP/CRM systems such as Microsoft Dynamics 365, SAP, Oracle, or similar
o   SQL basics and database concepts
o   Microsoft Excel and reporting tools
o   User access and role management
o   Ticketing/helpdesk systems
o   Knowledge and experience in AI are advantages.
•       Basic understanding of:
o   APIs and system integration
o   Power BI or reporting platforms
o   Software testing methodologies
•       Soft Skills:
o   Good analytical and problem-solving skills
o   Strong communication with business users
o   Ability to coordinate with multiple stakeholders
o   Attention to detail and documentation skills
o   Customer-oriented mindset
Benefits
•      Work in a regional, international environment
•      Competitive salary package with 13th‑month salary, performance‑based bonus
•      Insurance as Vietnam’s labor code & extra accident/medical insurance
•      Hybrid working model combining office‑based and remote working to support flexibility and performance
•      Benefit in kind, company trip","•      Work in a regional, international environment
•      Competitive salary package with 13th‑month salary, performance‑based bonus
•      Insurance as Vietnam’s labor code & extra accident/medical insurance
•      Hybrid working model combining office‑based and remote working to support flexibility and performance
•      Benefit in kind, company trip",linkedin
Tuyển dụng nhân viên IT,Công ty cổ phần Expro,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,[],Full-time,Not Applicable,2026-04-09,,"Mô tả công việc
Nhân viên IT
Cài đặt, vận hành, xử lý các sự cố phát sinh
Quản trị máy chủ, hệ thống máy tính, hệ thống mạng
Tốt nghiệp chuyên ngành liên quan
Kinh nghiệm 1-2 năm ở vị trí tương đương
Trung cấp",,linkedin
IT Helpdesk,SUNJIN VIỆT NAM,,"Can Tho, Can Tho, Vietnam",,,,,['Windows Server'],Full-time,Not Applicable,2025-10-11,,"Số lượng: 1 người
Kinh nghiệm: 1 - 2 năm
Bằng cấp: Trung cấp trở lên
Cấp bậc: Nhân viên
Nơi làm việc: Đồng Nai
Thu nhập/ tháng: 10 - 15 Triệu
MÔ TẢ CÔNG VIỆC
Vị trí IT Help Desk đóng vai trò quan trọng trong việc hỗ trợ kỹ thuật cho người dùng cuối, bảo đảm hệ thống thông tin của tổ chức hoạt động ổn định và hiệu quả. Cụ thể, người giữ vị trí này sẽ chịu trách nhiệm giải quyết các vấn đề kỹ thuật, từ đơn giản đến phức tạp, qua điện thoại hoặc trực tiếp. Họ cũng sẽ cung cấp hướng dẫn và tư vấn cho người dùng về cách sử dụng các ứng dụng và phần mềm hiệu quả. Bên cạnh đó, IT Help Desk còn theo dõi và ghi chép các sự cố kỹ thuật để phân tích và cải thiện chất lượng hệ thống thông tin.
Xác định, chẩn đoán, giải quyết vấn đề của người sử dụng máy tính cá nhân, phần mềm máy tính và phần cứng, mạng, internet, e-mail, dial-in, các vấn đề truy cập mạng; và các vấn đề máy in, photo copy, điện thoại, camera…
Cung cấp hỗ trợ cài đặt, cấu hình cho người dùng các phần cứng máy tính để bàn, phần mềm, và thiết bị ngoại vi.
Vận hành và duy trì hệ thống server, mạng LAN, WAN, camera…
Sửa chữa đúng hạn các thiết bị hoặc bảo hành, bảo trì từ nhà cung cấp bên thứ ba theo thỏa thuận hợp đồng.
Chịu trách nhiệm bảo trì, sửa chữa các thiết bị máy tính, mạng toàn công ty. Thực hiện sửa chữa phần cứng máy tính, các thiết bị máy tính PC và các thiết bị ngoại vi không được thỏa thuận bảo dưỡng của bên thứ ba nhà cung cấp.
Giúp cài đặt mạng nội bộ, hệ thống cáp và các thiết bị như card mạng, hub và switch.
Hỗ trợ, hướng dẫn người dùng xử lý các vấn đề liên quan đến IT. Phối hợp với các kỹ thuật viên khác trong việc tạo ra tài liệu liệu hướng dẫn cho người dùng cuối câu hỏi thường gặp (FAQs).
Kiểm kê, quản lý tài sản cố định & Các công việc khác theo yêu cầu của cấp trên.
Yêu Cầu Công Việc
Có kinh nghiệm ít nhất 1 năm, tốt nghiệp trung cấp, cao đẳng công nghệ thông tin trở lên
Có kiến thức windows server, hệ thống camera, Database
Có kiến thức chuyên môn cơ bản về các hệ thống máy chủ, các hệ điều hành
Có kiến thức về hệ thống mạng LAN/WAN, cấu hình các thiết bị mạng
Có khả năng làm việc độc lập hoặc làm việc theo nhóm tốt, luôn chủ động trong công việc, có tinh thần trách nhiệm và tính kỷ luật cao
Có thể đọc - hiểu & làm báo cáo bằng Tiếng anh
ĐỊA ĐIỂM & THỜI GIAN LÀM VIỆC:
Địa điểm: Lô II - 11, KCN Hố Nai, Xã Hố Nai 3, Huyện Trảng Bom, Tỉnh Đồng Nai, Việt Nam
Thời gian làm việc: 7:30 - 16:30 (Thứ 2 - Thứ 7), nghỉ 2 ngày thứ 7 trong tháng
PHÚC LỢI
Đóng BHXH trên tổng tiền lương
Bảo hiểm tai nạn 24/24 cho nhân viên
Nghỉ phép, nghỉ lễ và ngày thành lập công ty theo quy định
Cung cấp bữa sáng và bữa trưa tại các nhà máy
Tặng quà sinh nhật và quà các ngày lễ trong năm
Du lịch hàng năm
Đào tạo nội bộ và bên ngoài
Thưởng tháng 13 + thưởng năng suất theo hiệu quả kinh doanh
Chương trình thâm niên
Phụ cấp ngoại ngữ
Nghỉ hưởng lương ngày thành lập công ty
Hỗ trợ xe đưa đón và xe công tác ngoài thị trường
Hỗ trợ điện thoại, laptop, xe ô tô ( theo quy định của công ty)
Liên hệ
Ứng viên quan tâm vui lòng gửi CV/ Resume theo địa chỉ mail:
Sunjinsouth@sj.co.kr
Mọi thắc mắc cần được giải đáp xin vui lòng gọi
Mr. Duc: 0337.416.150
Ms. Mai: 0396.764.259
Ms. Vũ: 0935.056.658",,linkedin
Trưởng phòng IT,Công Ty TNHH DV Và TM Mesa,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,"['SQL', 'MySQL', 'API']",Full-time,Not Applicable,2026-05-09,,"Mô tả công việc
 Tham gia phát triển dự án web quy mô lớn để đáp ứng nhu cầu mở rộng thị trường.
 Phân tích các yêu cầu và thực hiện các nguyên tắc thiết kế web có trách nhiệm để đảm bảo rằng trang web của chúng tôi hiển thị tốt trên nhiều thiết bị và trình duyệt.
 Viết và tối ưu hóa mã code mặt trước, mặt sau tạo ứng dụng chạy nhanh tuyệt vời với UI / UX.
 Đưa ra quyết định kỹ thuật mặt trước mặt sau và các thành viên trong đội. Nghiên cứu xu hướng công nghệ mới và thích ứng với các dự án của công ty.
 Phối hợp với các thành viên trong nhóm sản phẩm khác để hoàn thành các dự án đúng thời gian với hiệu suất và chất lượng tốt nhất.
 Lập trình và phát triển website booking engine - đặt vé máy bay trực tuyến, đặt khách sạn.
 Tham gia phát triển các chức năng và tích hợp (API, WebServices).
 Tối ưu hóa hệ thống website theo tiêu chuẩn SEO.
 Phát triển / quản lý / bảo trì Oracle, MySQL, SQL server.
 Hỗ trợ bộ phận liên quan quản trị hệ thống máy tính, quản trị mạng, sao lưu dữ liệu, email công ty.
Đại học",,linkedin
